alarm_id,timestamp,source_system,host,service,severity,alarm_type,message,veri_merkezi,kabin,ortam
ALM-01066,2026-09-10T02:50:10,OBM,ao-005-mobile,mobile-bff,4,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 89",dc1,rack-C,prod
ALM-01650,2026-09-10T02:50:10,Prometheus,ao-050-reconciliation,reconciliation-batch,1,ntp_drift,Saat sapmasi 38 ms,dc2,rack-C,prod
ALM-00922,2026-09-10T02:50:14,OBM,ao-025-payment,payment-service,4,timeout,payment-provider-gw servisine yapilan cagri zaman asimina ugradi (89 ms),dc1,rack-B,prod
ALM-01002,2026-09-10T02:50:16,OBM,ao-028-order,order-service,5,txn_fail,"Islem basarisiz, hata orani yuzde 78",dc2,rack-B,prod
ALM-01034,2026-09-10T02:50:17,Prometheus,ao-004-mobile,mobile-bff,5,txn_fail,"Islem basarisiz, hata orani yuzde 94",dc2,rack-B,prod
ALM-02535,2026-09-10T02:50:21,Zabbix,ao-009-auth,auth-service,3,ntp_drift,Saat sapmasi 52 ms,dc1,rack-A,prod
ALM-00888,2026-09-10T02:50:23,SyslogNG,ao-024-payment,payment-service,4,txn_fail,"Islem basarisiz, hata orani yuzde 83",dc2,rack-A,prod
ALM-02951,2026-09-10T02:50:24,OBM,ao-053-payment,payment-provider-gw,1,cert_expiry,Sertifika 43 gun icinde suresi dolacak,dc1,rack-C,prod
ALM-01277,2026-09-10T02:50:29,Zabbix,ao-054-payment,payment-provider-gw,2,ntp_drift,Saat sapmasi 85 ms,dc2,rack-A,prod
ALM-01593,2026-09-10T02:50:31,AppDynamics,ao-043-load,load-balancer,2,mem_high,Bellek kullanimi yuzde 30 seviyesinde,dc1,rack-B,prod
ALM-01003,2026-09-10T02:50:37,OBM,ao-028-order,order-service,5,txn_fail,"Islem basarisiz, hata orani yuzde 71",dc2,rack-B,prod
ALM-01035,2026-09-10T02:50:43,SyslogNG,ao-004-mobile,mobile-bff,4,txn_fail,"Islem basarisiz, hata orani yuzde 79",dc2,rack-B,prod
ALM-01097,2026-09-10T02:50:43,AppDynamics,ao-006-mobile,mobile-bff,4,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 70",dc2,rack-A,prod
ALM-01098,2026-09-10T02:50:45,SyslogNG,ao-006-mobile,mobile-bff,4,txn_fail,"Islem basarisiz, hata orani yuzde 94",dc2,rack-A,prod
ALM-01842,2026-09-10T02:50:45,OBM,ao-028-order,order-service,1,mem_high,Bellek kullanimi yuzde 70 seviyesinde,dc2,rack-B,prod
ALM-01718,2026-09-10T02:50:53,AppDynamics,ao-017-subscriber,subscriber-service,1,network_flap,Arayuz eth0 link durumu 38 kez degisti,dc1,rack-C,prod
ALM-01896,2026-09-10T02:50:53,AppDynamics,ao-018-billing,billing-service,1,cert_expiry,Sertifika 63 gun icinde suresi dolacak,dc2,rack-A,prod
ALM-00924,2026-09-10T02:50:55,OBM,ao-025-payment,payment-service,4,timeout,payment-provider-gw servisine yapilan cagri zaman asimina ugradi (87 ms),dc1,rack-B,prod
ALM-01299,2026-09-10T02:50:55,SyslogNG,ao-038-cache,cache-cluster,1,ntp_drift,Saat sapmasi 63 ms,dc2,rack-C,prod
ALM-02808,2026-09-10T02:50:55,Zabbix,ao-039-message,message-queue,2,cpu_high,CPU kullanimi yuzde 26,dc1,rack-A,prod
ALM-00976,2026-09-10T02:50:56,SyslogNG,ao-027-order,order-service,5,txn_fail,"Islem basarisiz, hata orani yuzde 95",dc1,rack-A,prod
ALM-00951,2026-09-10T02:50:59,SyslogNG,ao-026-payment,payment-service,5,txn_fail,"Islem basarisiz, hata orani yuzde 91",dc2,rack-C,prod
ALM-01529,2026-09-10T02:51:01,Zabbix,ao-024-payment,payment-service,1,ntp_drift,Saat sapmasi 35 ms,dc2,rack-A,prod
ALM-00837,2026-09-10T02:51:11,Prometheus,ao-007-web,web-bff,3,timeout,session-service servisine yapilan cagri zaman asimina ugradi (78 ms),dc1,rack-B,prod
ALM-00890,2026-09-10T02:51:15,SyslogNG,ao-024-payment,payment-service,4,timeout,payment-provider-gw servisine yapilan cagri zaman asimina ugradi (88 ms),dc2,rack-A,prod
ALM-00780,2026-09-10T02:51:16,Prometheus,ao-009-auth,auth-service,3,timeout,session-service servisine yapilan cagri zaman asimina ugradi (87 ms),dc1,rack-A,prod
ALM-01067,2026-09-10T02:51:18,AppDynamics,ao-005-mobile,mobile-bff,4,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 74",dc1,rack-C,prod
ALM-01690,2026-09-10T02:51:18,Prometheus,ao-037-cache,cache-cluster,2,cpu_high,CPU kullanimi yuzde 27,dc1,rack-B,prod
ALM-01004,2026-09-10T02:51:22,SyslogNG,ao-028-order,order-service,5,timeout,payment-provider-gw servisine yapilan cagri zaman asimina ugradi (80 ms),dc2,rack-B,prod
ALM-01643,2026-09-10T02:51:26,AppDynamics,ao-053-payment,payment-provider-gw,2,backup_warn,Yedekleme isi 78 dakika gecikmeli tamamlandi,dc1,rack-C,prod
ALM-00891,2026-09-10T02:51:27,SyslogNG,ao-024-payment,payment-service,4,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 94",dc2,rack-A,prod
ALM-00952,2026-09-10T02:51:28,SyslogNG,ao-026-payment,payment-service,5,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 77",dc2,rack-C,prod
ALM-00800,2026-09-10T02:51:31,Prometheus,ao-011-auth,auth-service,3,latency_high,"Yanit suresi p99 esigi asti, 78 ms",dc1,rack-C,prod
ALM-01823,2026-09-10T02:51:31,Zabbix,ao-018-billing,billing-service,1,cpu_high,CPU kullanimi yuzde 39,dc2,rack-A,prod
ALM-00977,2026-09-10T02:51:33,AppDynamics,ao-027-order,order-service,4,timeout,payment-provider-gw servisine yapilan cagri zaman asimina ugradi (83 ms),dc1,rack-A,prod
ALM-01460,2026-09-10T02:51:33,Prometheus,ao-044-load,load-balancer,2,cert_expiry,Sertifika 86 gun icinde suresi dolacak,dc2,rack-C,prod
ALM-00953,2026-09-10T02:51:35,AppDynamics,ao-026-payment,payment-service,4,txn_fail,"Islem basarisiz, hata orani yuzde 74",dc2,rack-C,prod
ALM-02203,2026-09-10T02:51:35,Prometheus,ao-031-subscriber,subscriber-db,2,ntp_drift,Saat sapmasi 33 ms,dc1,rack-B,prod
ALM-02126,2026-09-10T02:51:37,OBM,ao-019-billing,billing-service,2,ntp_drift,Saat sapmasi 43 ms,dc1,rack-B,prod
ALM-02538,2026-09-10T02:51:37,Prometheus,ao-050-reconciliation,reconciliation-batch,1,backup_warn,Yedekleme isi 51 dakika gecikmeli tamamlandi,dc2,rack-C,prod
ALM-00736,2026-09-10T02:51:41,OBM,ao-012-session,session-service,5,oom_risk,"Heap kullanimi kritik, OutOfMemory riski",dc2,rack-A,prod
ALM-02421,2026-09-10T02:51:41,OBM,ao-007-web,web-bff,1,network_flap,Arayuz eth0 link durumu 69 kez degisti,dc1,rack-B,prod
ALM-02803,2026-09-10T02:51:44,SyslogNG,ao-003-api,api-gateway,2,mem_high,Bellek kullanimi yuzde 64 seviyesinde,dc1,rack-A,prod
ALM-00819,2026-09-10T02:51:46,Zabbix,ao-005-mobile,mobile-bff,3,latency_high,"Yanit suresi p99 esigi asti, 84 ms",dc1,rack-C,prod
ALM-00792,2026-09-10T02:51:47,OBM,ao-010-auth,auth-service,3,timeout,session-service servisine yapilan cagri zaman asimina ugradi (74 ms),dc2,rack-B,prod
ALM-00925,2026-09-10T02:51:47,Prometheus,ao-025-payment,payment-service,4,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 98",dc1,rack-B,prod
ALM-00978,2026-09-10T02:51:47,Zabbix,ao-027-order,order-service,4,timeout,payment-provider-gw servisine yapilan cagri zaman asimina ugradi (79 ms),dc1,rack-A,prod
ALM-00772,2026-09-10T02:51:49,Zabbix,ao-014-session,session-service,5,oom_risk,"Heap kullanimi kritik, OutOfMemory riski",dc2,rack-C,prod
ALM-01999,2026-09-10T02:51:49,Zabbix,ao-056-kyc,kyc-provider-gw,2,disk_warn,"Disk kullanimi uyari seviyesinde, yuzde 40 dolu",dc2,rack-C,prod
ALM-00845,2026-09-10T02:51:50,OBM,ao-008-web,web-bff,3,latency_high,"Yanit suresi p99 esigi asti, 90 ms",dc2,rack-C,prod
ALM-00979,2026-09-10T02:51:55,SyslogNG,ao-027-order,order-service,4,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 87",dc1,rack-A,prod
ALM-01036,2026-09-10T02:51:55,Zabbix,ao-004-mobile,mobile-bff,5,txn_fail,"Islem basarisiz, hata orani yuzde 80",dc2,rack-B,prod
ALM-01327,2026-09-10T02:51:55,SyslogNG,ao-034-billing,billing-db,2,network_flap,Arayuz eth1 link durumu 66 kez degisti,dc2,rack-B,prod
ALM-01500,2026-09-10T02:51:56,SyslogNG,ao-030-notification,notification-service,1,latency_high,"Yanit suresi p99 esigi asti, 70 ms",dc2,rack-A,prod
ALM-00828,2026-09-10T02:51:58,SyslogNG,ao-006-mobile,mobile-bff,3,timeout,session-service servisine yapilan cagri zaman asimina ugradi (82 ms),dc2,rack-A,prod
ALM-01005,2026-09-10T02:51:59,Prometheus,ao-028-order,order-service,4,timeout,payment-provider-gw servisine yapilan cagri zaman asimina ugradi (71 ms),dc2,rack-B,prod
ALM-01624,2026-09-10T02:52:01,Prometheus,ao-028-order,order-service,2,network_flap,Arayuz bond0 link durumu 82 kez degisti,dc2,rack-B,prod
ALM-00754,2026-09-10T02:52:02,Prometheus,ao-013-session,session-service,5,oom_risk,"Heap kullanimi kritik, OutOfMemory riski",dc1,rack-B,prod
ALM-01099,2026-09-10T02:52:02,Zabbix,ao-006-mobile,mobile-bff,5,txn_fail,"Islem basarisiz, hata orani yuzde 75",dc2,rack-A,prod
ALM-01068,2026-09-10T02:52:08,SyslogNG,ao-005-mobile,mobile-bff,4,txn_fail,"Islem basarisiz, hata orani yuzde 85",dc1,rack-C,prod
ALM-01865,2026-09-10T02:52:15,Zabbix,ao-003-api,api-gateway,1,cpu_high,CPU kullanimi yuzde 25,dc1,rack-A,prod
ALM-01100,2026-09-10T02:52:17,AppDynamics,ao-006-mobile,mobile-bff,4,txn_fail,"Islem basarisiz, hata orani yuzde 72",dc2,rack-A,prod
ALM-01069,2026-09-10T02:52:19,Zabbix,ao-005-mobile,mobile-bff,4,txn_fail,"Islem basarisiz, hata orani yuzde 82",dc1,rack-C,prod
ALM-02422,2026-09-10T02:52:27,Zabbix,ao-027-order,order-service,1,mem_high,Bellek kullanimi yuzde 38 seviyesinde,dc1,rack-A,prod
ALM-00927,2026-09-10T02:52:31,AppDynamics,ao-025-payment,payment-service,5,txn_fail,"Islem basarisiz, hata orani yuzde 85",dc1,rack-B,prod
ALM-01037,2026-09-10T02:52:31,Prometheus,ao-004-mobile,mobile-bff,4,timeout,payment-provider-gw servisine yapilan cagri zaman asimina ugradi (87 ms),dc2,rack-B,prod
ALM-02089,2026-09-10T02:52:31,AppDynamics,ao-043-load,load-balancer,1,ntp_drift,Saat sapmasi 87 ms,dc1,rack-B,prod
ALM-01629,2026-09-10T02:52:33,AppDynamics,ao-017-subscriber,subscriber-service,3,cert_expiry,Sertifika 62 gun icinde suresi dolacak,dc1,rack-C,prod
ALM-01070,2026-09-10T02:52:34,Zabbix,ao-005-mobile,mobile-bff,5,txn_fail,"Islem basarisiz, hata orani yuzde 97",dc1,rack-C,prod
ALM-01006,2026-09-10T02:52:35,SyslogNG,ao-028-order,order-service,5,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 92",dc2,rack-B,prod
ALM-00893,2026-09-10T02:52:38,Zabbix,ao-024-payment,payment-service,4,timeout,payment-provider-gw servisine yapilan cagri zaman asimina ugradi (97 ms),dc2,rack-A,prod
ALM-00954,2026-09-10T02:52:38,SyslogNG,ao-026-payment,payment-service,4,txn_fail,"Islem basarisiz, hata orani yuzde 80",dc2,rack-C,prod
ALM-00926,2026-09-10T02:52:39,AppDynamics,ao-025-payment,payment-service,4,txn_fail,"Islem basarisiz, hata orani yuzde 74",dc1,rack-B,prod
ALM-00955,2026-09-10T02:52:44,Prometheus,ao-026-payment,payment-service,5,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 83",dc2,rack-C,prod
ALM-00892,2026-09-10T02:52:47,AppDynamics,ao-024-payment,payment-service,5,timeout,payment-provider-gw servisine yapilan cagri zaman asimina ugradi (90 ms),dc2,rack-A,prod
ALM-00980,2026-09-10T02:52:47,OBM,ao-027-order,order-service,5,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 80",dc1,rack-A,prod
ALM-01038,2026-09-10T02:52:48,OBM,ao-004-mobile,mobile-bff,4,timeout,payment-provider-gw servisine yapilan cagri zaman asimina ugradi (78 ms),dc2,rack-B,prod
ALM-01668,2026-09-10T02:52:48,Zabbix,ao-031-subscriber,subscriber-db,3,backup_warn,Yedekleme isi 57 dakika gecikmeli tamamlandi,dc1,rack-B,prod
ALM-01288,2026-09-10T02:52:51,OBM,ao-007-web,web-bff,2,latency_high,"Yanit suresi p99 esigi asti, 64 ms",dc1,rack-B,prod
ALM-01039,2026-09-10T02:53:04,Zabbix,ao-004-mobile,mobile-bff,5,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 97",dc2,rack-B,prod
ALM-02551,2026-09-10T02:53:06,Prometheus,ao-004-mobile,mobile-bff,2,mem_high,Bellek kullanimi yuzde 43 seviyesinde,dc2,rack-B,prod
ALM-02220,2026-09-10T02:53:07,AppDynamics,ao-049-invoice,invoice-batch,3,cert_expiry,Sertifika 41 gun icinde suresi dolacak,dc1,rack-B,prod
ALM-00894,2026-09-10T02:53:12,Zabbix,ao-024-payment,payment-service,4,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 96",dc2,rack-A,prod
ALM-00928,2026-09-10T02:53:12,AppDynamics,ao-025-payment,payment-service,4,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 99",dc1,rack-B,prod
ALM-00981,2026-09-10T02:53:17,OBM,ao-027-order,order-service,4,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 96",dc1,rack-A,prod
ALM-01388,2026-09-10T02:53:17,Prometheus,ao-029-catalog,catalog-service,2,latency_high,"Yanit suresi p99 esigi asti, 69 ms",dc1,rack-C,prod
ALM-01704,2026-09-10T02:53:21,SyslogNG,ao-015-subscriber,subscriber-service,2,ntp_drift,Saat sapmasi 40 ms,dc1,rack-A,prod
ALM-01071,2026-09-10T02:53:23,AppDynamics,ao-005-mobile,mobile-bff,4,txn_fail,"Islem basarisiz, hata orani yuzde 79",dc1,rack-C,prod
ALM-01101,2026-09-10T02:53:23,Prometheus,ao-006-mobile,mobile-bff,4,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 95",dc2,rack-A,prod
ALM-02919,2026-09-10T02:53:23,Zabbix,ao-001-api,api-gateway,1,ntp_drift,Saat sapmasi 45 ms,dc1,rack-B,prod
ALM-01102,2026-09-10T02:53:27,SyslogNG,ao-006-mobile,mobile-bff,5,timeout,payment-provider-gw servisine yapilan cagri zaman asimina ugradi (80 ms),dc2,rack-A,prod
ALM-02760,2026-09-10T02:53:28,OBM,ao-021-charging,charging-service,1,log_rotate,"Log rotasyonu beklenenden uzun surdu, 28 saniye",dc1,rack-A,prod
ALM-01371,2026-09-10T02:53:35,SyslogNG,ao-014-session,session-service,1,latency_high,"Yanit suresi p99 esigi asti, 67 ms",dc2,rack-C,prod
ALM-01301,2026-09-10T02:53:36,SyslogNG,ao-017-subscriber,subscriber-service,4,backup_warn,Yedekleme isi 84 dakika gecikmeli tamamlandi,dc1,rack-C,prod
ALM-01933,2026-09-10T02:53:37,OBM,ao-020-billing,billing-service,1,disk_warn,"Disk kullanimi uyari seviyesinde, yuzde 23 dolu",dc2,rack-C,prod
ALM-00956,2026-09-10T02:53:43,Prometheus,ao-026-payment,payment-service,5,timeout,payment-provider-gw servisine yapilan cagri zaman asimina ugradi (91 ms),dc2,rack-C,prod
ALM-01007,2026-09-10T02:53:46,OBM,ao-028-order,order-service,4,txn_fail,"Islem basarisiz, hata orani yuzde 96",dc2,rack-B,prod
ALM-00957,2026-09-10T02:53:48,OBM,ao-026-payment,payment-service,5,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 79",dc2,rack-C,prod
ALM-02129,2026-09-10T02:53:48,Prometheus,ao-021-charging,charging-service,2,mem_high,Bellek kullanimi yuzde 68 seviyesinde,dc1,rack-A,prod
ALM-00929,2026-09-10T02:53:51,Zabbix,ao-025-payment,payment-service,4,txn_fail,"Islem basarisiz, hata orani yuzde 72",dc1,rack-B,prod
ALM-01072,2026-09-10T02:53:54,OBM,ao-005-mobile,mobile-bff,4,timeout,payment-provider-gw servisine yapilan cagri zaman asimina ugradi (83 ms),dc1,rack-C,prod
ALM-01283,2026-09-10T02:54:01,AppDynamics,ao-020-billing,billing-service,1,log_rotate,"Log rotasyonu beklenenden uzun surdu, 61 saniye",dc2,rack-C,prod
ALM-02066,2026-09-10T02:54:01,SyslogNG,ao-039-message,message-queue,1,cert_expiry,Sertifika 46 gun icinde suresi dolacak,dc1,rack-A,prod
ALM-02383,2026-09-10T02:54:06,AppDynamics,ao-010-auth,auth-service,1,latency_high,"Yanit suresi p99 esigi asti, 45 ms",dc2,rack-B,prod
ALM-02960,2026-09-10T02:54:06,Zabbix,ao-045-dns,dns-resolver,2,mem_high,Bellek kullanimi yuzde 50 seviyesinde,dc1,rack-A,prod
ALM-01008,2026-09-10T02:54:07,SyslogNG,ao-028-order,order-service,4,txn_fail,"Islem basarisiz, hata orani yuzde 76",dc2,rack-B,prod
ALM-00846,2026-09-10T02:54:09,OBM,ao-008-web,web-bff,3,latency_high,"Yanit suresi p99 esigi asti, 88 ms",dc2,rack-C,prod
ALM-01902,2026-09-10T02:54:11,OBM,ao-004-mobile,mobile-bff,2,latency_high,"Yanit suresi p99 esigi asti, 32 ms",dc2,rack-B,prod
ALM-01805,2026-09-10T02:54:12,OBM,ao-030-notification,notification-service,2,latency_high,"Yanit suresi p99 esigi asti, 40 ms",dc2,rack-A,prod
ALM-00896,2026-09-10T02:54:13,OBM,ao-024-payment,payment-service,5,timeout,payment-provider-gw servisine yapilan cagri zaman asimina ugradi (93 ms),dc2,rack-A,prod
ALM-02850,2026-09-10T02:54:13,OBM,ao-053-payment,payment-provider-gw,1,network_flap,Arayuz eth0 link durumu 51 kez degisti,dc1,rack-C,prod
ALM-01009,2026-09-10T02:54:20,OBM,ao-028-order,order-service,4,timeout,payment-provider-gw servisine yapilan cagri zaman asimina ugradi (82 ms),dc2,rack-B,prod
ALM-00982,2026-09-10T02:54:21,OBM,ao-027-order,order-service,4,timeout,payment-provider-gw servisine yapilan cagri zaman asimina ugradi (83 ms),dc1,rack-A,prod
ALM-00895,2026-09-10T02:54:25,AppDynamics,ao-024-payment,payment-service,5,txn_fail,"Islem basarisiz, hata orani yuzde 81",dc2,rack-A,prod
ALM-01040,2026-09-10T02:54:28,Prometheus,ao-004-mobile,mobile-bff,4,txn_fail,"Islem basarisiz, hata orani yuzde 70",dc2,rack-B,prod
ALM-01103,2026-09-10T02:54:28,Prometheus,ao-006-mobile,mobile-bff,5,txn_fail,"Islem basarisiz, hata orani yuzde 72",dc2,rack-A,prod
ALM-02778,2026-09-10T02:54:28,OBM,ao-031-subscriber,subscriber-db,1,disk_warn,"Disk kullanimi uyari seviyesinde, yuzde 37 dolu",dc1,rack-B,prod
ALM-00820,2026-09-10T02:54:30,OBM,ao-005-mobile,mobile-bff,3,timeout,session-service servisine yapilan cagri zaman asimina ugradi (92 ms),dc1,rack-C,prod
ALM-01041,2026-09-10T02:54:30,OBM,ao-004-mobile,mobile-bff,5,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 81",dc2,rack-B,prod
ALM-01104,2026-09-10T02:54:32,Prometheus,ao-006-mobile,mobile-bff,5,txn_fail,"Islem basarisiz, hata orani yuzde 91",dc2,rack-A,prod
ALM-02935,2026-09-10T02:54:32,SyslogNG,ao-031-subscriber,subscriber-db,3,latency_high,"Yanit suresi p99 esigi asti, 65 ms",dc1,rack-B,prod
ALM-02395,2026-09-10T02:54:36,SyslogNG,ao-024-payment,payment-service,4,cpu_high,CPU kullanimi yuzde 56,dc2,rack-A,prod
ALM-01560,2026-09-10T02:54:39,OBM,ao-056-kyc,kyc-provider-gw,3,latency_high,"Yanit suresi p99 esigi asti, 85 ms",dc2,rack-C,prod
ALM-02111,2026-09-10T02:54:39,AppDynamics,ao-002-api,api-gateway,2,ntp_drift,Saat sapmasi 52 ms,dc2,rack-C,prod
ALM-00801,2026-09-10T02:54:43,OBM,ao-011-auth,auth-service,3,timeout,session-service servisine yapilan cagri zaman asimina ugradi (93 ms),dc1,rack-C,prod
ALM-02522,2026-09-10T02:54:46,Prometheus,ao-052-payment,payment-provider-gw,1,backup_warn,Yedekleme isi 28 dakika gecikmeli tamamlandi,dc2,rack-B,prod
ALM-01262,2026-09-10T02:54:47,SyslogNG,ao-005-mobile,mobile-bff,1,cert_expiry,Sertifika 85 gun icinde suresi dolacak,dc1,rack-C,prod
ALM-01948,2026-09-10T02:54:49,Prometheus,ao-022-charging,charging-service,2,mem_high,Bellek kullanimi yuzde 34 seviyesinde,dc2,rack-B,prod
ALM-00781,2026-09-10T02:54:52,AppDynamics,ao-009-auth,auth-service,3,timeout,session-service servisine yapilan cagri zaman asimina ugradi (80 ms),dc1,rack-A,prod
ALM-01073,2026-09-10T02:54:52,Zabbix,ao-005-mobile,mobile-bff,4,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 72",dc1,rack-C,prod
ALM-02071,2026-09-10T02:54:52,Zabbix,ao-048-batch,batch-scheduler,3,log_rotate,"Log rotasyonu beklenenden uzun surdu, 56 saniye",dc2,rack-A,prod
ALM-01910,2026-09-10T02:54:53,Zabbix,ao-040-message,message-queue,2,cpu_high,CPU kullanimi yuzde 78,dc2,rack-B,prod
ALM-02147,2026-09-10T02:54:53,Zabbix,ao-030-notification,notification-service,2,cpu_high,CPU kullanimi yuzde 77,dc2,rack-A,prod
ALM-01010,2026-09-10T02:54:54,Prometheus,ao-028-order,order-service,5,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 80",dc2,rack-B,prod
ALM-01520,2026-09-10T02:54:54,Prometheus,ao-046-dns,dns-resolver,3,cert_expiry,Sertifika 47 gun icinde suresi dolacak,dc2,rack-B,prod
ALM-00930,2026-09-10T02:54:55,SyslogNG,ao-025-payment,payment-service,4,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 83",dc1,rack-B,prod
ALM-02718,2026-09-10T02:54:56,AppDynamics,ao-047-ntp,ntp-service,2,cpu_high,CPU kullanimi yuzde 80,dc1,rack-C,prod
ALM-00958,2026-09-10T02:54:57,Zabbix,ao-026-payment,payment-service,5,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 97",dc2,rack-C,prod
ALM-00829,2026-09-10T02:54:59,Zabbix,ao-006-mobile,mobile-bff,3,timeout,session-service servisine yapilan cagri zaman asimina ugradi (96 ms),dc2,rack-A,prod
ALM-00931,2026-09-10T02:55:02,Zabbix,ao-025-payment,payment-service,4,txn_fail,"Islem basarisiz, hata orani yuzde 76",dc1,rack-B,prod
ALM-01674,2026-09-10T02:55:05,AppDynamics,ao-003-api,api-gateway,3,ntp_drift,Saat sapmasi 52 ms,dc1,rack-A,prod
ALM-00983,2026-09-10T02:55:06,OBM,ao-027-order,order-service,5,txn_fail,"Islem basarisiz, hata orani yuzde 94",dc1,rack-A,prod
ALM-02908,2026-09-10T02:55:06,Prometheus,ao-052-payment,payment-provider-gw,1,network_flap,Arayuz bond0 link durumu 41 kez degisti,dc2,rack-B,prod
ALM-02430,2026-09-10T02:55:08,Zabbix,ao-002-api,api-gateway,1,cert_expiry,Sertifika 59 gun icinde suresi dolacak,dc2,rack-C,prod
ALM-02035,2026-09-10T02:55:11,Zabbix,ao-054-payment,payment-provider-gw,1,ntp_drift,Saat sapmasi 54 ms,dc2,rack-A,prod
ALM-01074,2026-09-10T02:55:18,AppDynamics,ao-005-mobile,mobile-bff,4,txn_fail,"Islem basarisiz, hata orani yuzde 86",dc1,rack-C,prod
ALM-00984,2026-09-10T02:55:20,OBM,ao-027-order,order-service,4,timeout,payment-provider-gw servisine yapilan cagri zaman asimina ugradi (96 ms),dc1,rack-A,prod
ALM-01967,2026-09-10T02:55:24,AppDynamics,ao-055-sms,sms-gateway,1,cert_expiry,Sertifika 31 gun icinde suresi dolacak,dc1,rack-B,prod
ALM-02620,2026-09-10T02:55:24,AppDynamics,ao-043-load,load-balancer,1,backup_warn,Yedekleme isi 45 dakika gecikmeli tamamlandi,dc1,rack-B,prod
ALM-00897,2026-09-10T02:55:27,Prometheus,ao-024-payment,payment-service,5,txn_fail,"Islem basarisiz, hata orani yuzde 90",dc2,rack-A,prod
ALM-01762,2026-09-10T02:55:28,AppDynamics,ao-003-api,api-gateway,2,ntp_drift,Saat sapmasi 38 ms,dc1,rack-A,prod
ALM-01105,2026-09-10T02:55:30,AppDynamics,ao-006-mobile,mobile-bff,4,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 86",dc2,rack-A,prod
ALM-01042,2026-09-10T02:55:31,AppDynamics,ao-004-mobile,mobile-bff,5,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 76",dc2,rack-B,prod
ALM-00959,2026-09-10T02:55:39,SyslogNG,ao-026-payment,payment-service,4,timeout,payment-provider-gw servisine yapilan cagri zaman asimina ugradi (92 ms),dc2,rack-C,prod
ALM-01833,2026-09-10T02:55:39,OBM,ao-010-auth,auth-service,1,mem_high,Bellek kullanimi yuzde 47 seviyesinde,dc2,rack-B,prod
ALM-00898,2026-09-10T02:55:42,AppDynamics,ao-024-payment,payment-service,4,txn_fail,"Islem basarisiz, hata orani yuzde 82",dc2,rack-A,prod
ALM-00985,2026-09-10T02:55:42,Zabbix,ao-027-order,order-service,5,txn_fail,"Islem basarisiz, hata orani yuzde 96",dc1,rack-A,prod
ALM-01243,2026-09-10T02:55:43,Zabbix,ao-042-load,load-balancer,4,disk_warn,"Disk kullanimi uyari seviyesinde, yuzde 72 dolu",dc2,rack-A,prod
ALM-02358,2026-09-10T02:55:43,Prometheus,ao-054-payment,payment-provider-gw,1,cert_expiry,Sertifika 74 gun icinde suresi dolacak,dc2,rack-A,prod
ALM-02087,2026-09-10T02:55:47,Zabbix,ao-012-session,session-service,1,mem_high,Bellek kullanimi yuzde 31 seviyesinde,dc2,rack-A,prod
ALM-01406,2026-09-10T02:55:48,SyslogNG,ao-020-billing,billing-service,1,log_rotate,"Log rotasyonu beklenenden uzun surdu, 52 saniye",dc2,rack-C,prod
ALM-02104,2026-09-10T02:55:48,AppDynamics,ao-035-billing,billing-db,2,ntp_drift,Saat sapmasi 70 ms,dc1,rack-C,prod
ALM-01314,2026-09-10T02:55:49,OBM,ao-001-api,api-gateway,2,cpu_high,CPU kullanimi yuzde 47,dc1,rack-B,prod
ALM-02874,2026-09-10T02:55:50,OBM,ao-030-notification,notification-service,3,latency_high,"Yanit suresi p99 esigi asti, 39 ms",dc2,rack-A,prod
ALM-02238,2026-09-10T02:55:51,AppDynamics,ao-033-subscriber,subscriber-db,2,log_rotate,"Log rotasyonu beklenenden uzun surdu, 48 saniye",dc1,rack-A,prod
ALM-02717,2026-09-10T02:55:51,SyslogNG,ao-033-subscriber,subscriber-db,2,ntp_drift,Saat sapmasi 21 ms,dc1,rack-A,prod
ALM-01106,2026-09-10T02:55:52,SyslogNG,ao-006-mobile,mobile-bff,4,timeout,payment-provider-gw servisine yapilan cagri zaman asimina ugradi (86 ms),dc2,rack-A,prod
